org,name,language,license,version,has_codemeta,has_citation,has_zenodo
SegmentationBLWX,sssegmentation,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
stillwater-sc,universal,C++,MIT,v3.53,FALSE,FALSE,FALSE
LatinR,presentaciones-LatinR2020,NA,NA,NA,FALSE,FALSE,FALSE
eWaterCycle,era5cli,Python,Apache-2.0,v1.3.1,FALSE,FALSE,TRUE
thohemp,cube_detector,Python,NA,v1.0.0,FALSE,FALSE,FALSE
kit-data-manager,pit-service,Java,Apache-2.0,NA,FALSE,FALSE,FALSE
steven-lang,simple-einet,Python,NA,NA,FALSE,FALSE,FALSE
ginkgo-project,ginkgo,C++,BSD-3-Clause,v1.4.0,FALSE,FALSE,FALSE
lbl-camera,gpCAM,Python,NA,7.3.5,FALSE,FALSE,FALSE
shibing624,similarity,Java,Apache-2.0,word2vec-java,FALSE,FALSE,FALSE
scverse,mudata,Python,BSD-3-Clause,v0.1.1,FALSE,FALSE,FALSE
marekdedic,DSEMI-presentation,TeX,NA,NA,FALSE,FALSE,FALSE
biomechanics-hlrs-gebert,M-DTC-Direct-Tensor-Computation,Fortran,GPL-3.0,V1.0.0,FALSE,FALSE,FALSE
cbouy,mols2grid,Python,Apache-2.0,v0.2.2,FALSE,FALSE,FALSE
michaelbaluja,PyCurator,Python,LGPL-3.0,NA,FALSE,FALSE,FALSE
alanfox,spg_fresh_blob_202104,Jupyter Notebook,MIT,v0.1,FALSE,FALSE,FALSE
jIskCoder,jEye,NA,MIT,NA,FALSE,FALSE,FALSE
peterdalle,semproducible,R,MIT,NA,FALSE,FALSE,FALSE
JaGeo,LobsterPy,Python,BSD-3-Clause,v0.2.1,FALSE,FALSE,FALSE
jangari,redcap_hidesubmit,PHP,MIT,v3.0.5,FALSE,FALSE,FALSE
zbw,qualle,Python,Apache-2.0,v0.1.0,FALSE,FALSE,FALSE
bnagy,heroides-paper,Jupyter Notebook,CC-BY-4.0,v1.0.2,FALSE,FALSE,FALSE
FaradayInstitution,diagrams-battery-modelling,NA,NA,v0.1,FALSE,FALSE,FALSE
SoftwareSystemsLaboratory,ssl-metrics-git-productivity,Python,BSD-3-Clause,0.2,FALSE,FALSE,TRUE
naru-T,2021GISciClass_docker_renv_m1,HTML,GPL-2.0,v2021.4,FALSE,FALSE,FALSE
openmc-data-storage,isotope-xs-plotter,Python,MIT,v0.0.5,FALSE,FALSE,FALSE
eparsonnet93,ekpmeasure,Python,MIT,v0.1.11,FALSE,FALSE,FALSE
Adapter-Hub,adapter-transformers,Python,Apache-2.0,adapters3.0.0,FALSE,FALSE,FALSE
DunstanBecht,lpa-workspace,TeX,CC0-1.0,NA,FALSE,FALSE,FALSE
speppou,AFM_Nanobubble_Mapping,IGOR Pro,MIT,v0.1,FALSE,FALSE,FALSE
Cyborg-Model-Z,transformersray,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
berbl-dev,berbl,Python,GPL-3.0,v0.1.0-beta,FALSE,FALSE,FALSE
bjartelund,PsychOrNot,Jupyter Notebook,GPL-3.0,0.2.1,FALSE,FALSE,FALSE
erdogant,distfit,Jupyter Notebook,NA,v0.1.2,FALSE,FALSE,FALSE
bkuhlmann,git-lint,Ruby,NA,3.3.2,FALSE,FALSE,FALSE
ScienceParkStudyGroup,rna-seq-lesson,HTML,NA,v9.5.4,FALSE,FALSE,FALSE
microsoft,pybryt,Python,MIT,0.6.1,FALSE,FALSE,FALSE
SGIModel,MUSE_OS,Python,GPL-3.0,v1.0.1,FALSE,FALSE,FALSE
puzzlef,pagerank-cuda-adjust-rank-datatype,C++,MIT,1.0.0,FALSE,FALSE,FALSE
vnmabus,rdata,Python,MIT,0.7,FALSE,FALSE,FALSE
naru-T,2021GISciClass_docker_renv,Dockerfile,GPL-2.0,v2021.04,FALSE,FALSE,FALSE
NorthernWidget,Margay_Library,C++,GPL-3.0,v1.0.0,FALSE,FALSE,FALSE
clulab,processors,Java,NA,v8.4.9,FALSE,FALSE,FALSE
PanosEconomou,LXe-Phonon,Jupyter Notebook,NA,NA,FALSE,FALSE,FALSE
gipso,lubritime,R,NA,NA,TRUE,FALSE,FALSE
biomechanics-hlrs-gebert,A-GLI-Geberts-Library,Fortran,MIT,v1.0.0,FALSE,FALSE,FALSE
brmatvey,xml_to_json_converter,C++,NA,NA,FALSE,FALSE,FALSE
TetsuakiBaba,handable,JavaScript,NA,v0.3.1-alpha,FALSE,FALSE,FALSE
ianlienfa,BBGym,C++,NA,NA,FALSE,FALSE,FALSE
trakkabase,Coxeter-groups,Mathematica,MIT,NA,FALSE,FALSE,FALSE
stella-project,stella-server,Python,GPL-3.0,NA,FALSE,FALSE,FALSE
chfc-cmi,misas,Jupyter Notebook,MIT,v0.0.4,FALSE,FALSE,FALSE
automl,Auto-PyTorch,Python,Apache-2.0,v0.1.1,FALSE,FALSE,FALSE
tatuanb,monai_V1,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
MahirMahbub,Contextual-Spell-Checker-For-Bangla,Python,MIT,NA,FALSE,FALSE,FALSE
T-AbdelAlim,CraniumPy,Python,Apache-2.0,v0.2.1,FALSE,FALSE,FALSE
bernd-mueller,snoke,Java,NA,1.1,TRUE,FALSE,FALSE
lee4567,DL-for-MI-BCI,Python,NA,NA,FALSE,FALSE,FALSE
tcharte,Reinforcment-Learning-for-Dynamic-Sorting-in-Intelligent-Manufacturing,Jupyter Notebook,MIT,NA,FALSE,FALSE,FALSE
MehmetAzizYirik,PartGen,Java,MIT,V.1.0,FALSE,FALSE,FALSE
kgoldfeld,simstudy,R,GPL-3.0,v0.4.0,TRUE,FALSE,FALSE
lakeCoSTR,lakeCoSTR_colab,Jupyter Notebook,NA,v1.10,FALSE,FALSE,FALSE
i3games,hen-timeline,NA,NA,NA,FALSE,FALSE,FALSE
davidsneighbour,hugo-auditor,HTML,MIT,v0.1.0,FALSE,FALSE,FALSE
hsteinshiromoto,tex.beamer,TeX,GPL-2.0,v0.3.1,FALSE,FALSE,FALSE
lushaoan,mmseg,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
CrowdStrike,psfalcon,PowerShell,Unlicense,v2.1.1,FALSE,FALSE,FALSE
Mistergix,wave-function-collapse,C#,NA,NA,FALSE,FALSE,FALSE
derek-corcoran-barrios,LayerCreationBuffer,R,MIT,NA,FALSE,FALSE,FALSE
specifysystems,lmpy,Python,GPL-3.0,v2.0.5,FALSE,FALSE,FALSE
SobhanNiknam,ttsp,C++,NA,NA,FALSE,FALSE,FALSE
MorganLevineLab,PC-Clocks,R,NA,v0.1.0-alpha,FALSE,FALSE,FALSE
piluc,jBrain,Julia,NA,NA,FALSE,FALSE,FALSE
Ehyaei,MPIThemes,R,GPL-3.0,v0.1,FALSE,FALSE,FALSE
ulassbin,rosbag_labeler,C++,NA,NA,FALSE,FALSE,FALSE
riatelab,mapsf,R,NA,0.4.0,FALSE,FALSE,FALSE
nikdata,human-activity-recognition,NA,MIT,NA,FALSE,FALSE,FALSE
KadekSatriadi,HierarchicalMaps,C#,MIT,NA,FALSE,FALSE,FALSE
raissa-vieira,paper,TeX,NA,NA,FALSE,FALSE,FALSE
jtfeld,gestationlength,R,NA,v0.2,FALSE,FALSE,FALSE
NeuPhysics,neutrino-halo-problem,Jupyter Notebook,MIT,0.1,FALSE,FALSE,FALSE
BobbyLiukeling,java,Java,NA,NA,FALSE,FALSE,FALSE
bdevans,CIFAR-10G,NA,NA,v1.0.0,FALSE,FALSE,FALSE
ackermannluis,ACCESS_trajectories,Python,Apache-2.0,v1.0.0,FALSE,FALSE,FALSE
BeneKenobi,take-me-home,TypeScript,MIT,v1.0.0,FALSE,FALSE,FALSE
inQWIRE,SQIR,Coq,MIT,NA,FALSE,FALSE,FALSE
inviwo,inviwo,C++,BSD-2-Clause,v0.9.11,FALSE,FALSE,FALSE
nano-optics,mie,R,MPL-2.0,v1.0.0,FALSE,FALSE,FALSE
pydata,xarray,Python,Apache-2.0,v2022.03.0,FALSE,FALSE,FALSE
neelsoumya,public_open_source_data_science,Jupyter Notebook,NA,v10,FALSE,FALSE,FALSE
dmgodino,Material_PaperCHT,C++,NA,NA,FALSE,FALSE,FALSE
BiodataAnalysisGroup,lineagespot,R,MIT,NA,FALSE,FALSE,FALSE
ShoufaChen,COMP3340_Transformer_MLP,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
keurfonluu,toughio,Python,NA,v1.9.0,FALSE,FALSE,FALSE
ahayden,cosmology,TeX,NA,NA,FALSE,FALSE,FALSE
gammapy,gammapy-v1.0-paper,TeX,MIT,NA,FALSE,FALSE,FALSE
pkuzzq,paper_template,TeX,NA,NA,FALSE,FALSE,FALSE
WU-BIMAC,MicroMetaApp-Electron,JavaScript,GPL-3.0,1.6.19-b1-1,FALSE,FALSE,FALSE
pBxr,TagTool_WiZArd,C++,Apache-2.0,v1.0.1,FALSE,FALSE,FALSE
noaa-oar-arl,monet,Python,NA,v2.2.4,FALSE,FALSE,FALSE
tpronk,splithalfr,R,LGPL-3.0,v2.2.0,FALSE,FALSE,FALSE
grezniczek,redcap_custom_footer,PHP,MIT,v1.2.2,FALSE,FALSE,FALSE
LizQuinlan,14_10_2021_SeaChanges_Workshop,NA,MIT,NA,FALSE,FALSE,FALSE
kampmichael,RelativeFlatnessAndGeneralization,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
gruni55,goat,C++,BSD-3-Clause,NA,FALSE,FALSE,FALSE
EstherPlomp,20220113-OpenScienceTraining,NA,MIT,NA,FALSE,FALSE,FALSE
FoNDUE-HTR,FONDUE-FR-PRINT-17,NA,NA,NA,FALSE,FALSE,FALSE
sophus0505,Implementation-of-Gradient-Descent-Methods,Python,NA,v1.0.1,FALSE,FALSE,FALSE
ipalmieri,rlwm,Python,GPL-3.0,v0.1,FALSE,FALSE,FALSE
SWxTREC,pymsis,Python,NA,v0.4.0,FALSE,FALSE,FALSE
cheginit,pynhd,Python,NA,v0.13.0,FALSE,FALSE,FALSE
rOpenSpain,tidyBdE,R,GPL-3.0,v0.2.4,TRUE,FALSE,FALSE
j-i-l,MajorTrack,Python,GPL-3.0,v0.1.0,FALSE,FALSE,FALSE
lee-gwang,anomaly-detection-2,Jupyter Notebook,NA,NA,FALSE,FALSE,FALSE
JelenaBanjac,protein-reconstruction,Jupyter Notebook,MIT,v1.0,FALSE,FALSE,FALSE
svalinn,remove_dagmc_tags,Python,MIT,v0.0.5,FALSE,FALSE,FALSE
xjtuchenchao,mmdetection,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
geospace-code,h5fortran-mpi,Fortran,BSD-3-Clause,v1.0.0,TRUE,FALSE,FALSE
bjmorgan,kinisi,Python,MIT,0.3.7,FALSE,FALSE,FALSE
engbergandreas,ProceduralGeneratedTerrain,C,NA,NA,FALSE,FALSE,FALSE
JitanderVerma,blocksecure,Python,AGPL-3.0,NA,FALSE,FALSE,FALSE
UtrechtUniversity,anonymouus,Python,MIT,0.0.8,FALSE,FALSE,FALSE
ifmelchor,Tesis_Adicionales,NA,NA,NA,FALSE,FALSE,FALSE
sbhattacharyay,ordinal_GOSE_prediction,Python,MIT,v1.0.0,FALSE,FALSE,FALSE
puzzlef,pagerank-cuda-block-adjust-launch,C++,MIT,1.0.0,FALSE,FALSE,FALSE
DunstanBecht,lpa-output,Python,CC0-1.0,v0.9.10,FALSE,FALSE,FALSE
open-mmlab,mmrotate,Python,Apache-2.0,v0.2.0,FALSE,FALSE,FALSE
ipselium,nsfds2,Jupyter Notebook,GPL-3.0,v0.17.2,FALSE,FALSE,FALSE
comunica,comunica,TypeScript,NA,v2.1.0,FALSE,FALSE,FALSE
phenoflow,temp,Python,NA,v3.0.0,FALSE,FALSE,FALSE
Varad28,Optical-Model-Simulation-for-TP-AFP-Setup,Jupyter Notebook,NA,NA,FALSE,FALSE,FALSE
aadler,revss,R,NA,v1.0.4,FALSE,FALSE,FALSE
colindean,fillertext,Ruby,NA,v0.3.4,FALSE,FALSE,FALSE
deiruch,SATInterface,C#,MIT,NA,FALSE,FALSE,FALSE
braz-suthar-isol,drawio,JavaScript,Apache-2.0,NA,FALSE,FALSE,FALSE
AmitMolek,confmaster,C++,NA,NA,FALSE,FALSE,FALSE
1999Lyd,stablebaselines3,Jupyter Notebook,MIT,NA,FALSE,FALSE,FALSE
OnroerendErfgoed,deelgemeenten,Python,NA,v0.4.3,FALSE,FALSE,FALSE
tamascogustavo,chimera,Python,GPL-3.0,v1.1.1,FALSE,FALSE,FALSE
habibelamin,RMFuB,JavaScript,NA,NA,FALSE,FALSE,FALSE
qanastek,ANTILLES,Python,CC-BY-SA-4.0,NA,FALSE,FALSE,FALSE
davidsneighbour,hugo-renderhooks,HTML,NA,v1.5.0,FALSE,FALSE,FALSE
ASBecker,exam_forecast,TeX,MIT,v.1.0,FALSE,FALSE,FALSE
erdogant,googletrends,Python,NA,0.1.1,FALSE,FALSE,FALSE
adeepak7,Finding_all_edges_on_any_shortest_path_between_two_given_nodes_of_DAG_using_parallel_computing,C++,MIT,v1.0,FALSE,FALSE,FALSE
314dev,PI,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
thissop,meteorite-minerals,Jupyter Notebook,NA,v3,FALSE,FALSE,FALSE
buehler,mse-master-thesis,Lua,NA,NA,FALSE,FALSE,FALSE
bencarter4185,dla,Jupyter Notebook,MIT,NA,FALSE,FALSE,FALSE
wlad-svennik,memoized_coduals,Python,NA,NA,FALSE,FALSE,FALSE
ArianePinche,warsawWorkshop,XSLT,MIT,NA,FALSE,FALSE,FALSE
Kenzo450D,Prioritized_Indoor_Exloration_Dynamic_Deadline,Python,GPL-3.0,NA,FALSE,FALSE,FALSE
warlock2k,dql-racing-car,Python,NA,NA,FALSE,FALSE,FALSE
pyg-team,pytorch_geometric,Python,MIT,2.0.4,FALSE,FALSE,FALSE
Armin-Smailzade,hadoop-spark-role,Shell,GPL-3.0,NA,FALSE,FALSE,FALSE
waqasbhatti,astrobase,Python,MIT,v0.5.3,FALSE,FALSE,FALSE
aqlaboratory,openfold,Python,Apache-2.0,v0.1.0,FALSE,FALSE,FALSE
napulen,AugmentedNet,Python,MIT,v1.5.1,FALSE,FALSE,FALSE
megasanjay,testrepository,NA,Apache-2.0,v1.4,TRUE,FALSE,TRUE
SparcLab,X-DeepSCA,Python,GPL-3.0,NA,FALSE,FALSE,FALSE
primitivefinance,rmm-core,Solidity,GPL-3.0,v2.0.0,FALSE,FALSE,FALSE
modelica-3rdparty,ExternData,C,BSD-2-Clause,v3.0.3,FALSE,FALSE,FALSE
scale-lab,DRiLLS,Python,BSD-3-Clause,NA,FALSE,FALSE,FALSE
kylase,annotated-reference-strings,Python,MIT,NA,FALSE,FALSE,FALSE
nikhilvenkatkumsetty,TrashBox,NA,NA,NA,FALSE,FALSE,FALSE
allpix-squared,allpix-squared,C++,MIT,v2.2.2,FALSE,FALSE,FALSE
metaBIOlab,Typical-values,HTML,MIT,prerelease-python,FALSE,FALSE,FALSE
predsci,PsiPy,Python,MIT,0.2.0,FALSE,FALSE,FALSE
kbelisar,ggcorset,R,NA,v1.0.0,FALSE,FALSE,FALSE
lushaoan,mmdet,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
hunzhiwange,queryvue,JavaScript,MIT,NA,FALSE,FALSE,FALSE
frankfarach,npi,R,NA,v0.1.0,TRUE,FALSE,FALSE
Infant83,VASPBAUM,Fortran,GPL-3.0,v1.0.0,FALSE,FALSE,FALSE
cd-athena,CAdViSE,Shell,NA,v2.0,FALSE,FALSE,FALSE
clulab,SBM_2022_LIvES,NA,NA,NA,FALSE,FALSE,FALSE
vm6502q,qrack,C++,LGPL-3.0,vm6502q.v7.0.0,FALSE,FALSE,FALSE
ludvigls,gym_quad,Python,NA,NA,FALSE,FALSE,FALSE
crvernon,atiim,Jupyter Notebook,BSD-2-Clause,v0.0.0-beta,FALSE,FALSE,FALSE
fvalle1,latentrees,Jupyter Notebook,MIT,NA,FALSE,FALSE,FALSE
jaantollander,LockPatternComplexity.jl,Julia,MIT,v0.8.0,FALSE,FALSE,FALSE
wsw321,mht,Python,GPL-3.0,NA,FALSE,FALSE,FALSE
exoclim,aeolus,Python,LGPL-3.0,0.4.14,FALSE,FALSE,FALSE
quarto-dev,quarto-cli,TypeScript,NA,v0.9.203,FALSE,FALSE,FALSE
buehler,mse-project-thesis-2,Lua,NA,NA,FALSE,FALSE,FALSE
IndrajeetPatil,statsExpressions,R,NA,1.3.1,TRUE,FALSE,FALSE
eucp-project,storyboards,HTML,NA,v0.1.0,FALSE,FALSE,FALSE
RosiePuddles,HeuristicTSP,Python,NA,NA,FALSE,FALSE,FALSE
rOpenSpain,climaemet,R,GPL-3.0,v1.0.1,TRUE,FALSE,FALSE
ICB-DCM,pyPESTO,Python,BSD-3-Clause,v0.2.11,FALSE,FALSE,FALSE
rodluger,starry,Python,MIT,v1.2.0,FALSE,FALSE,FALSE
VeronicaMalizia,Hookworm_anaemia_statistical_model,R,GPL-3.0,NA,FALSE,FALSE,FALSE
Tenebris97,MaskNet,NA,MIT,NA,FALSE,FALSE,FALSE
badeshiben,Fault-Impact-Reduction-Control-Module,C,NA,v1.0.0,FALSE,FALSE,FALSE
hongwz,Automatic_Tube_Lens_Design_Software,MATLAB,GPL-3.0,v1.0.1,FALSE,FALSE,FALSE
urschrei,convertbng,Python,MIT,v0.6.38,FALSE,FALSE,FALSE
agat59,sahil6,Python,MIT,NA,FALSE,FALSE,FALSE
tyler-m-roberg,Dewesoft_HTTP_Data_Writer,C++,NA,v0.1RC,FALSE,FALSE,FALSE
zbw,stwfsapy,Python,Apache-2.0,0.2.1,FALSE,FALSE,FALSE
v-i-n-a-y,visible_area,MATLAB,MIT,NA,FALSE,FALSE,FALSE
DrWaleedAYousef,Teaching,Mathematica,GPL-3.0,NA,FALSE,FALSE,FALSE
scivision,fortran-filesystem,Fortran,MIT,v3.3.1,FALSE,FALSE,FALSE
skymanaditya1,mmdetection_modifications,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
IMAGO-Catalogues-Jjanes,extractionCatalogs,Python,NA,1.0,FALSE,FALSE,FALSE
ddsjoberg,gtsummary,R,NA,v1.5.2,TRUE,FALSE,FALSE
LordCatello,distance-transforms-on-gmaps,Python,NA,NA,FALSE,FALSE,FALSE
pscedu,singularity-diamond,C++,NA,NA,FALSE,FALSE,FALSE
erdogant,benfordslaw,Python,NA,1.1.0,FALSE,FALSE,FALSE
DrafProject,elmada,Python,LGPL-3.0,v0.1.0,FALSE,FALSE,FALSE
masterdatascience-UIMP-UC,predictaas-api-server,Python,GPL-3.0,NA,FALSE,FALSE,FALSE
JacobiClark,testFAIR,NA,MIT,v6.9.2,TRUE,FALSE,TRUE
puzzlef,pagerank-cuda-optimization-skip-chains,C++,MIT,1.0.0,FALSE,FALSE,FALSE
OnroerendErfgoed,skosprovider_atramhasis,Python,MIT,1.0.0,FALSE,FALSE,FALSE
DataCatalogue,ODD_sales-catalogues,HTML,CC-BY-4.0,NA,FALSE,FALSE,FALSE
worm-portal,AqEquil,HTML,MIT,v0.15.3,FALSE,FALSE,FALSE
bernetmeijer,simpleQENS,Python,NA,NA,FALSE,FALSE,FALSE
datacite,maremma,Ruby,MIT,v.4.5,TRUE,FALSE,FALSE
gederajeg,lingvan-voice,R,NA,v1.1.0,FALSE,FALSE,FALSE
cphys,atomSurfaceInteractionsSI,Mathematica,MIT,v1.0.0.01,FALSE,FALSE,FALSE
cgosmeyer,atl02v,Python,NA,NA,FALSE,FALSE,FALSE
hsteinshiromoto,cartorio,Python,NA,v2.0.5,FALSE,FALSE,FALSE
danistradi84,FitLJ,Python,Apache-2.0,v0.1.0,FALSE,FALSE,FALSE
mzy2240,ESA,Python,MIT,v1.2.6,FALSE,FALSE,FALSE
rohankumardubey,leafmap,Python,MIT,v0.7.2,FALSE,FALSE,FALSE
friedrith,websites-screenshoter,JavaScript,MIT,NA,FALSE,FALSE,FALSE
ICEI-PUC-Minas-PPLES-TI,PLF-ES-2021-2-TI1-7946100-crimes-ciberneticos-03,HTML,CC-BY-4.0,NA,FALSE,FALSE,FALSE
anhtv26062000,namecard_extraction_api,Python,NA,NA,FALSE,FALSE,FALSE
LBJ-Wade,exoplanet,Python,MIT,v0.5.1,FALSE,FALSE,FALSE
th-koeln-intia,intia-abschlusstagung,HTML,NA,NA,FALSE,FALSE,FALSE
ladsantos,p-winds,Python,MIT,v1.2.4,FALSE,FALSE,FALSE
Swarm-DISC,FAC_exploration,Jupyter Notebook,MIT,NA,FALSE,FALSE,FALSE
zifornd,array,R,NA,NA,FALSE,FALSE,FALSE
SunnyAVT,visually_significant_cataract,Python,NA,NA,FALSE,FALSE,FALSE
KDierickx,20211014-SeaChanges-Test,NA,MIT,NA,FALSE,FALSE,FALSE
samharrison7,bioturbation-model,Python,BSD-3-Clause,1.0.1,FALSE,FALSE,FALSE
orviz,silver-octo-dollop,Python,GPL-3.0,NA,FALSE,FALSE,FALSE
Linwitness,VECTOR,Python,NA,NA,FALSE,FALSE,FALSE
PyPSA,atlite,Python,NA,v0.2.7,FALSE,FALSE,FALSE
chfc-cmi,cmr-seg-tl,Jupyter Notebook,MIT,v0.2.0,FALSE,FALSE,FALSE
DavidContrerasFranco,Data-Driven-Dynamics-Understanding,Jupyter Notebook,MIT,NA,FALSE,FALSE,FALSE
stroblme,hqsp-stqft,Jupyter Notebook,MIT,1.0,FALSE,FALSE,FALSE
dftlibs,numgrid,Rust,MPL-2.0,v2.1.0,FALSE,FALSE,TRUE
qanastek,HugsVision,Jupyter Notebook,MIT,NA,FALSE,FALSE,FALSE
vuillaut,sandbox,Python,MIT,v0.7,TRUE,FALSE,TRUE
wineslab,colosseum-scope,C++,GPL-3.0,NA,FALSE,FALSE,FALSE
libdist-rs,libchatter-rs,Jupyter Notebook,NA,v0.3,FALSE,FALSE,FALSE
ZeroG-lab,PFCaMPARI,R,NA,v1.0,FALSE,FALSE,FALSE
QIB-Sheffield,mdreg,Python,Apache-2.0,v0.3.0,FALSE,FALSE,FALSE
OnroerendErfgoed,pyramid_skosprovider,Python,MIT,1.1.0,FALSE,FALSE,FALSE
kostas1515,LongTailActivations,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
elixir-nx,nx,Elixir,NA,v0.1.0,FALSE,FALSE,FALSE
tombisho,dsSynthetic,R,GPL-3.0,0.0.1,FALSE,FALSE,FALSE
SciKit-Surgery,scikit-surgerytutorial01,Python,NA,NA,FALSE,FALSE,FALSE
SteffanoP,cbdgen-framework,Python,NA,v0.2,FALSE,FALSE,FALSE
kostrouc,Bioinformatics_Tutorials,Perl,MIT,NA,FALSE,FALSE,FALSE
andstor,bachelor-thesis,TeX,NA,NA,FALSE,FALSE,FALSE
journalprivacyconfidentiality,privbayes-nist-jpc,C++,BSD-3-Clause,jpc.776,FALSE,FALSE,FALSE
LKbrilliant,Brain-Download,Python,MIT,NA,FALSE,FALSE,FALSE
fairdataihub,SODA-for-SPARC-Docs,JavaScript,MIT,5.3.1,TRUE,FALSE,TRUE
keithgroup,qa-atoms-data,Shell,NA,v1.0.0,FALSE,FALSE,FALSE
Pedebruin,Thesis_Code,MATLAB,NA,NA,FALSE,FALSE,FALSE
SciKit-Surgery,scikit-surgerycore,Python,NA,v0.6.10,FALSE,FALSE,FALSE
fusion-energy,openmc-plasma-source,Python,MIT,v0.2.7,FALSE,FALSE,FALSE
akamhy,waybackpy,Python,MIT,v1.6,FALSE,FALSE,FALSE
StephenStorm,mmseg_for_TIANCHI,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
UfukBahceci,TechnicalDrawingPython,Jupyter Notebook,MIT,NA,FALSE,FALSE,FALSE
Dev93junho,IllustGen,Python,NA,NA,FALSE,FALSE,FALSE
simennes,Lab_varmestraling,Jupyter Notebook,NA,NA,FALSE,FALSE,FALSE
arthi-t,mmsegmentation,Python,Apache-2.0,v0.22.1,FALSE,FALSE,FALSE
lukapecnik,NiaClass,Python,MIT,0.1.2,FALSE,FALSE,FALSE
dieterich-lab,Baltica,R,MIT,v1.1.2,FALSE,FALSE,FALSE
fabrizioromanelli,ORBSLAM2,C++,NA,v2.0,FALSE,FALSE,FALSE
SWE-UniStuttgart,evoTurb,MATLAB,MIT,v1.0.0,FALSE,FALSE,FALSE
lascivaroma,exemplier,XSLT,NA,NA,FALSE,FALSE,FALSE
psarkhosh,Stoker_solution,MATLAB,GPL-3.0,v1.0.0,FALSE,FALSE,FALSE
rsrchen,ecs129-project,Python,NA,NA,FALSE,FALSE,FALSE
Eomys,MoSQITo,Jupyter Notebook,Apache-2.0,v1.0.4,FALSE,FALSE,FALSE
jiangfeizi,labelme-autoannotate,Python,NA,NA,FALSE,FALSE,FALSE
mircodor,vcb-bs-decays,C,NA,NA,FALSE,FALSE,FALSE
0vercl0k,wtf,C++,MIT,v0.3.1,FALSE,FALSE,FALSE
debsankha,exp_braess_reproduce,Jupyter Notebook,NA,v1.2,FALSE,FALSE,FALSE
engbergandreas,ProceduralGeneratedTrees,C,NA,NA,FALSE,FALSE,FALSE
xenon-middleware,xenonflow,Java,Apache-2.0,v1.0.1,FALSE,FALSE,FALSE
ImportPaddle,APCNet,Python,MIT,NA,FALSE,FALSE,FALSE
scivision,findssh,Python,MIT,v1.5.0,FALSE,FALSE,FALSE
bhoule13,au-ex2020,R,GPL-2.0,NA,FALSE,FALSE,FALSE
jbakse,p5.party,JavaScript,MIT,v0.7.1,FALSE,FALSE,FALSE
Thanh-Hoo,MMOCR-copy,Python,Apache-2.0,NA,FALSE,FALSE,FALSE
snijderlab,stitch,C#,MIT,v1.0.0,FALSE,FALSE,FALSE
shibing624,textgen,Python,Apache-2.0,0.0.3,FALSE,FALSE,FALSE
nhtlongcs,AIC2021-TheFirstSwans,Python,NA,NA,FALSE,FALSE,FALSE
nfdi4plants,dmpg,HTML,GPL-3.0,v0.1,FALSE,FALSE,FALSE
openagua,openagua-engine,Python,MIT,v0.2.18,FALSE,FALSE,FALSE
mhucka,devonthink-hacks,AppleScript,NA,NA,TRUE,FALSE,FALSE
KoyoteScience,GP-BLR,TeX,MIT,v1.0.0,FALSE,FALSE,FALSE
m9brady,eodms-api-client,Python,MIT,v1.1.4,FALSE,FALSE,FALSE
uob-positron-imaging-centre,Coexist,Python,GPL-3.0,v0.2.2,FALSE,FALSE,FALSE
Moderocky,ByteSkript,Java,NA,1.0.33,FALSE,FALSE,FALSE
AppliedMechanics-EAFIT,SolidsPy,Python,MIT,v1.0.16,FALSE,FALSE,FALSE
Alice-Norris,CS-320-Project-One,HTML,NA,NA,FALSE,FALSE,FALSE
StuyoP,Belt-Tensioner-Robot-Servo,C++,GPL-3.0,NA,FALSE,FALSE,FALSE
enriquetomasmb,bci,Jupyter Notebook,MIT,v1.0,FALSE,FALSE,FALSE
chriswaudby,2d-methyl-multiplet-analysis,Julia,MIT,NA,FALSE,FALSE,FALSE
LandscapeGeoinformatics,landstats_nb2022,Jupyter Notebook,MIT,r2021.1,FALSE,FALSE,FALSE
mainzed,academicmetatool-js,HTML,MIT,v1.0,FALSE,FALSE,FALSE
SoftwareSystemsLaboratory,ssl-metrics-git-bus-factor,Python,BSD-3-Clause,0.1.1,FALSE,FALSE,TRUE
espv,expose,Shell,Apache-2.0,NA,FALSE,FALSE,FALSE
fredmrodrigues,TI1-TP,HTML,CC-BY-4.0,NA,FALSE,FALSE,FALSE
rateixei,si-mu-lator,Jupyter Notebook,MIT,NA,FALSE,FALSE,FALSE
davidsneighbour,hugo-sitemap,Shell,NA,v0.1.0,FALSE,FALSE,FALSE
giacomozanatta,pagerank-hits,C,NA,NA,FALSE,FALSE,FALSE
ORNL,HydraGNN,Python,BSD-3-Clause,NA,FALSE,FALSE,FALSE
